,JASA,US,Equity,,,
,Date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
JASA,04/08/1998,30.375,30.5,30.375,30.4375,7700
JASA,04/09/1998,30.4375,30.5,30.3125,30.5,8800
JASA,04/13/1998,30.4375,30.625,30.3125,30.5,3700
JASA,04/14/1998,30.5,30.625,30.5,30.5625,2600
JASA,04/15/1998,30.5625,30.625,30.125,30.4375,20400
JASA,04/16/1998,30.375,30.375,30.1875,30.1875,5200
JASA,04/17/1998,30.125,30.25,30,30.125,5600
JASA,04/20/1998,30.1875,30.1875,30,30,3300
JASA,04/21/1998,30,30.125,30,30.0625,19500
JASA,04/22/1998,30.0625,30.0625,29.9688,30.0625,18400
JASA,04/23/1998,30.0625,30.1875,30.0625,30.125,26000
JASA,04/24/1998,30.1875,30.25,30,30,11200
JASA,04/27/1998,29.9375,29.9688,29.875,29.875,28500
JASA,04/28/1998,30,30,29.8125,29.875,19100
JASA,04/29/1998,30,30,29.375,29.375,2600
JASA,04/30/1998,29.4375,29.625,29.4375,29.4375,7800
JASA,05/01/1998,29.5,29.625,28,28.1875,33300
JASA,05/04/1998,28.3125,28.3125,28.25,28.3125,2900
JASA,05/05/1998,28.3125,28.3125,28.0625,28.0625,4000
JASA,05/06/1998,28.0625,28.0625,27.875,27.9375,12700
JASA,05/07/1998,27.9375,28.125,27.9375,28.125,10600
JASA,05/08/1998,28.125,28.1875,28.125,28.1875,300
JASA,05/11/1998,28.375,28.75,28.375,28.5,8100
JASA,05/12/1998,28.375,28.4375,28.375,28.4375,2400
JASA,05/13/1998,28.5,29.1875,28.4375,29.1875,2900
JASA,05/14/1998,29.125,29.3125,29.0625,29.0625,4200
JASA,05/15/1998,29,29.125,28.9375,29.0625,11700
JASA,05/18/1998,29.0625,29.125,29,29,3800
JASA,05/19/1998,29.25,29.3125,29.25,29.3125,600
JASA,05/20/1998,29.25,29.25,29.125,29.125,800
JASA,05/21/1998,29.125,29.25,29.0625,29.25,18700
JASA,05/22/1998,29.375,29.375,29.0625,29.125,5400
JASA,05/26/1998,29.25,29.5,29.125,29.25,3800
JASA,05/27/1998,29.375,29.5,29.3125,29.375,2200
JASA,05/28/1998,29.5,29.5,29.4375,29.4375,3300
JASA,05/29/1998,29.5,29.5625,29.4375,29.5,4700
JASA,06/01/1998,29.5,29.5,29.4375,29.5,2600
JASA,06/02/1998,29.5,29.5,29.125,29.25,3400
JASA,06/03/1998,29,29.125,28.875,28.9375,11100
JASA,06/04/1998,29,29.125,29,29.0625,12800
JASA,06/05/1998,29,29.0625,29,29.0625,2400
JASA,06/08/1998,29,29.25,29,29.1875,9500
JASA,06/09/1998,29.1875,29.1875,28.875,28.875,9700
JASA,06/10/1998,28.875,28.875,28.875,28.875,2900
JASA,06/11/1998,28.875,28.875,27.75,27.8125,11800
JASA,06/12/1998,27.5,27.5,26.9375,26.9375,28800
JASA,06/15/1998,26.6875,26.6875,26.625,26.625,6900
JASA,06/16/1998,26.75,27,26.6875,27,21400
JASA,06/17/1998,26.9375,26.9375,26.375,26.4375,2800
JASA,06/18/1998,26.375,26.375,26.25,26.25,1600
JASA,06/19/1998,26.375,26.5,26.25,26.25,17000
JASA,06/22/1998,26.5,26.8125,26.5,26.8125,4700
JASA,06/23/1998,26.75,26.9375,26.625,26.9375,15500
JASA,06/24/1998,26.9375,27.25,26.875,27.25,8400
JASA,06/25/1998,27.25,27.5625,27,27.125,12300
JASA,06/26/1998,27.125,27.1875,27,27.1875,6100
JASA,06/29/1998,27.3125,27.3125,27.3125,27.3125,1000
JASA,06/30/1998,27.4375,27.4375,27.375,27.375,7500
JASA,07/01/1998,27.25,27.5,27.25,27.5,16100
JASA,07/02/1998,28,28,27.875,27.9375,7700
JASA,07/06/1998,28,28,27.75,27.75,7200
JASA,07/07/1998,27.75,27.8125,27.75,27.8125,1100
JASA,07/08/1998,27.75,27.75,27.25,27.25,3100
JASA,07/09/1998,27.25,27.3125,27.25,27.3125,54100
JASA,07/10/1998,27.25,27.625,27.25,27.4375,19100
JASA,07/13/1998,27.5,27.5,27.375,27.5,2600
JASA,07/14/1998,27.3125,27.5,27.3125,27.5,300
JASA,07/15/1998,27.375,27.4375,27.375,27.4375,4600
JASA,07/16/1998,27.5,27.5,27.25,27.4688,14700
JASA,07/17/1998,27.5625,27.5625,27.3125,27.375,3100
JASA,07/20/1998,27.375,27.4375,27.3125,27.4375,6500
JASA,07/21/1998,27.4375,27.5,26.9375,26.9375,11300
JASA,07/22/1998,26.875,26.875,26,26,6700
JASA,07/23/1998,25.9375,25.9375,25.375,25.75,3900
JASA,07/24/1998,25.5,25.5,24.9375,25,5700
JASA,07/27/1998,25,25,24,24.25,9000
JASA,07/28/1998,24.25,24.25,23.9375,24,2800
JASA,07/29/1998,23.9375,24,23.875,23.9375,9000
JASA,07/30/1998,24,24,23.625,23.875,4800
JASA,07/31/1998,23.8125,23.8125,23.3125,23.375,10800
JASA,08/03/1998,23.375,23.75,23.375,23.5,12900
JASA,08/04/1998,23.5625,23.625,23.375,23.5,11600
JASA,08/05/1998,23.5,23.625,23.375,23.625,13800
JASA,08/06/1998,23.5625,23.875,23.5,23.875,6200
JASA,08/07/1998,23.875,24.4375,23.875,24.4375,7000
JASA,08/10/1998,24.375,24.5,24.375,24.5,2200
JASA,08/11/1998,24.375,24.375,23.75,23.875,4500
JASA,08/12/1998,23.8125,24.0625,23.8125,24.0625,13600
JASA,08/13/1998,24,24.1875,24,24.1875,10700
JASA,08/14/1998,24.1875,24.25,24.125,24.25,7600
JASA,08/17/1998,24.125,24.125,24,24.0625,1000
JASA,08/18/1998,24,24.0625,24,24.0625,2700
JASA,08/19/1998,24.1875,24.1875,24,24,1900
JASA,08/20/1998,23.9375,24.0625,23.9375,24,1300
JASA,08/21/1998,24.125,24.125,23.9375,24.0625,2200
JASA,08/24/1998,24,24.0625,23.875,23.9375,1900
JASA,08/25/1998,23.875,23.875,23.6875,23.6875,7600
JASA,08/26/1998,23.625,23.625,23.625,23.625,5000
JASA,08/27/1998,23.5625,23.5625,23.125,23.125,3400
JASA,08/28/1998,23.1875,23.1875,23,23,2600
JASA,08/31/1998,23.125,23.125,22.8125,22.9375,5600
JASA,09/01/1998,22.875,22.9375,22.875,22.875,3300
JASA,09/02/1998,22.75,23,22.75,23,5100
JASA,09/03/1998,23.0625,23.0625,23,23,3000
JASA,09/04/1998,23.25,23.3125,23.1875,23.25,12500
JASA,09/08/1998,23.1875,23.375,23.1875,23.1875,4700
JASA,09/09/1998,23,23.125,22.75,22.75,4200
JASA,09/10/1998,22.6875,22.6875,22.625,22.625,4200
JASA,09/11/1998,22.5,22.75,22.3125,22.3125,13700
JASA,09/14/1998,22.3125,22.3125,22.1875,22.3125,10900
JASA,09/15/1998,22.0625,22.0625,21.8125,21.875,3200
JASA,09/16/1998,21.75,21.8125,21.625,21.6875,2600
JASA,09/17/1998,21.625,21.625,21.3125,21.4375,8800
JASA,09/18/1998,22,22,21.5625,21.625,11600
JASA,09/21/1998,21.625,21.625,21.5625,21.625,1700
JASA,09/22/1998,21.6875,21.75,21.6875,21.75,5600
JASA,09/23/1998,21.875,22.0625,21.875,22.0625,4000
JASA,09/24/1998,22,22.125,22,22,2300
JASA,09/25/1998,22.0625,22.0625,21.875,22,7300
JASA,09/28/1998,22.25,22.375,22.1875,22.3125,8500
JASA,09/29/1998,22.375,22.375,22,22.1875,9700
JASA,09/30/1998,22.1875,22.25,22.125,22.25,4200
JASA,10/01/1998,22.25,22.25,21.9375,22.0625,5700
JASA,10/02/1998,22,22,21.9375,21.9375,6500
JASA,10/05/1998,21.75,21.75,20.5,20.5,8900
JASA,10/06/1998,20.5,20.5,19.8125,19.9375,4800
JASA,10/07/1998,19.6875,19.6875,18,18,9000
JASA,10/08/1998,18,18,17.375,17.4375,4600
JASA,10/09/1998,17.375,17.375,16.875,16.875,2100
JASA,10/12/1998,16.875,16.9375,16.8125,16.8125,4700
JASA,10/13/1998,16.8125,16.8125,15.25,15.3125,19400
JASA,10/14/1998,15.3125,15.5625,15.3125,15.5625,7800
JASA,10/15/1998,15.5,16.0625,15.5,16.0625,16200
JASA,10/16/1998,16.0625,16.3125,16.0625,16.25,2300
JASA,10/19/1998,16.3125,16.9375,16.3125,16.9375,10800
JASA,10/20/1998,16.9375,17.6875,16.9375,17.4375,12200
JASA,10/21/1998,17.3125,17.6875,17.3125,17.5625,34000
JASA,10/22/1998,17.625,17.625,17.375,17.625,9100
JASA,10/23/1998,17.625,17.6875,17.5,17.5625,24600
JASA,10/26/1998,17.5625,17.6875,17.5625,17.6875,1400
JASA,10/27/1998,17.75,17.875,17.75,17.75,7700
JASA,10/28/1998,17.875,18,17.875,18,10300
JASA,10/29/1998,17.75,17.75,17.6875,17.6875,3300
JASA,10/30/1998,17.8125,18.0625,17.8125,18,9000
JASA,11/02/1998,18.125,18.125,18.0625,18.125,2000
JASA,11/03/1998,18.125,18.1875,18,18,7200
JASA,11/04/1998,17.875,18.125,17.875,18.0625,4400
JASA,11/05/1998,18.125,19.25,18.125,19.25,11200
JASA,11/06/1998,19.25,19.375,19.25,19.375,4300
JASA,11/09/1998,19.25,19.3125,19.125,19.25,6200
JASA,11/10/1998,19.125,19.375,19.0625,19.375,8500
JASA,11/11/1998,19.25,19.25,19.0625,19.125,6700
JASA,11/12/1998,19.1875,19.1875,19.0625,19.1875,4300
JASA,11/13/1998,19.0625,19.25,18.3125,18.3125,11100
JASA,11/16/1998,18.4375,18.4375,17.6875,17.75,8600
JASA,11/17/1998,17.6875,17.6875,15.625,16,71400
JASA,11/18/1998,16.25,16.4375,16.1875,16.4375,12800
JASA,11/19/1998,16.4375,16.625,16.4375,16.625,8500
JASA,11/20/1998,16.5,16.625,16.5,16.625,7000
JASA,11/23/1998,16.625,16.875,16,16.0625,22400
JASA,11/24/1998,16,16.0625,15.875,15.9375,5400
JASA,11/25/1998,15.75,16.0625,15.625,16.0625,6400
JASA,11/27/1998,16.0625,16.125,16.0625,16.0625,3100
JASA,11/30/1998,16.0625,16.0625,15.6875,15.75,16100
JASA,12/01/1998,15.75,15.75,15.625,15.6875,16400
JASA,12/02/1998,15.75,15.875,15.5625,15.5625,11200
JASA,12/03/1998,15.5625,15.625,15.5,15.625,2300
JASA,12/04/1998,15.875,15.875,15.5,15.5,11000
JASA,12/07/1998,15.375,15.625,15.25,15.5625,33600
JASA,12/08/1998,15.6875,16.3125,15.625,15.875,9900
JASA,12/09/1998,15.875,15.875,15.375,15.5625,3200
JASA,12/10/1998,15.6875,16.0625,15.6875,16.0625,3100
JASA,12/11/1998,16,16,15.75,15.75,2700
JASA,12/14/1998,15.75,15.75,15.4375,15.4375,6700
JASA,12/15/1998,15.3125,15.3125,15,15,4500
JASA,12/16/1998,15,15.1875,14.9375,14.9375,2500
JASA,12/17/1998,15,15.1875,15,15.0625,4800
JASA,12/18/1998,15,15.5,15,15.4375,10900
JASA,12/21/1998,15.5625,15.75,15.5625,15.75,2800
JASA,12/22/1998,15.75,15.875,15.625,15.875,53900
JASA,12/23/1998,15.75,16,15.5,16,8200
JASA,12/24/1998,16.125,16.125,15.5,15.5,12000
JASA,12/28/1998,15.5,15.875,15.5,15.875,8500
JASA,12/29/1998,15.75,15.875,15.625,15.875,4600
JASA,12/30/1998,15.75,15.875,15.75,15.8125,4800
JASA,12/31/1998,15.875,16.125,15.875,16.125,10500
JASA,01/04/1999,16.25,16.375,15.9375,16.375,12200
JASA,01/05/1999,16.3125,16.375,16.3125,16.375,1100
JASA,01/06/1999,16.3125,16.8125,16.3125,16.6875,2400
JASA,01/07/1999,16.5625,16.75,16.5,16.75,7500
JASA,01/08/1999,16.75,16.75,16.0625,16.125,7200
JASA,01/11/1999,16,16,15.8125,15.875,7300
JASA,01/12/1999,15.875,15.875,15.8125,15.875,600
JASA,01/13/1999,15.75,15.75,15.5,15.5,13800
JASA,01/14/1999,15.5,15.5,15.3125,15.3125,1700
JASA,01/15/1999,15.25,15.375,15.1875,15.1875,13300
JASA,01/19/1999,15.3125,15.375,14.8438,15,27800
JASA,01/20/1999,15,15,13.5,13.75,39900
JASA,01/21/1999,13.625,13.75,13,13.25,21500
JASA,01/22/1999,13.375,13.375,13.25,13.3125,8800
JASA,01/25/1999,13.4375,14,13.4375,14,13200
JASA,01/26/1999,14,15,14,14.75,46700
JASA,01/27/1999,14.75,15,14.75,15,8300
JASA,01/28/1999,15.125,15.125,15.125,15.125,6900
JASA,01/29/1999,15.0625,15.25,15.0625,15.25,5600
JASA,02/01/1999,15.375,15.4375,15.3125,15.4375,5700
JASA,02/02/1999,15.3125,15.3125,15.25,15.3125,18800
JASA,02/03/1999,15.25,15.3125,15,15.3125,171900
JASA,02/04/1999,15.25,15.3125,15.25,15.25,55200
JASA,02/05/1999,15.25,15.25,15.25,15.25,4800
JASA,02/08/1999,15.25,15.5,15.25,15.25,257500
JASA,02/09/1999,15.25,15.375,15.25,15.25,6500
JASA,02/10/1999,15.125,15.125,14.9375,14.9375,12400
JASA,02/11/1999,15,15.0625,14.9375,15.0625,1700
JASA,02/12/1999,15,15,14.625,14.625,6900
JASA,02/16/1999,14.625,14.625,14.125,14.125,11300
JASA,02/17/1999,14.125,14.125,13.5625,13.5625,21200
JASA,02/18/1999,13.5625,13.5625,13.4375,13.5,30400
JASA,02/19/1999,13.5,13.5,13.25,13.5,109200
JASA,02/22/1999,13.375,13.875,13.375,13.875,13500
JASA,02/23/1999,13.875,13.875,13.8125,13.875,17300
JASA,02/24/1999,13.75,13.8125,13.6875,13.6875,10200
JASA,02/25/1999,13.5625,13.5625,13,13.375,17900
JASA,02/26/1999,13.375,13.4375,13.25,13.25,6000
JASA,03/01/1999,13.25,13.25,13,13.25,13800
JASA,03/02/1999,13.1875,13.375,13.125,13.375,13600
JASA,03/03/1999,13.3125,13.375,13.125,13.375,34800
JASA,03/04/1999,13.375,13.375,13.25,13.25,48900
JASA,03/05/1999,13.25,13.3125,13.25,13.25,22400
JASA,03/08/1999,13.25,13.25,13.1875,13.1875,21400
JASA,03/09/1999,13.25,13.625,13,13.625,17700
JASA,03/10/1999,13.625,13.875,13.5,13.5,33400
JASA,03/11/1999,13.5625,13.75,13.5625,13.6875,16100
JASA,03/12/1999,13.75,13.75,13.5625,13.5625,12700
JASA,03/15/1999,13.5625,13.625,13.5625,13.625,12800
JASA,03/16/1999,13.5625,13.75,13.5625,13.6875,12400
JASA,03/17/1999,13.8125,13.8125,13.625,13.6875,22500
JASA,03/18/1999,13.625,13.6875,13.625,13.625,17300
JASA,03/19/1999,13.5625,13.625,13.5625,13.5625,8700
JASA,03/22/1999,13.5625,13.5625,13.5625,13.5625,300
JASA,03/23/1999,13.625,13.625,13.375,13.375,1500
JASA,03/24/1999,13.4375,13.4375,13.25,13.3125,10500
JASA,03/25/1999,13.5625,14.4375,13.5625,14.4375,7100
JASA,03/26/1999,14.4375,14.4375,14.4375,14.4375,600
JASA,03/29/1999,14.375,14.375,14.125,14.1875,8400
JASA,03/30/1999,14.25,14.5,14.125,14.5,7700
JASA,03/31/1999,14.4688,14.625,13.75,13.75,18300
JASA,04/01/1999,13.875,13.875,13.75,13.875,3500
JASA,04/05/1999,13.875,14.125,13.875,14,4400
JASA,04/06/1999,13.875,13.875,13.875,13.875,1700
JASA,04/07/1999,13.75,13.75,13.625,13.6875,56700
JASA,04/08/1999,13.75,13.75,13.5625,13.625,4000
JASA,04/09/1999,13.75,13.9375,13.625,13.9375,13500
JASA,04/12/1999,13.875,14.25,13.75,14.0625,21000
JASA,04/13/1999,14.125,14.1875,14,14.0625,13100
JASA,04/14/1999,14,14.1875,14,14.125,15100
JASA,04/15/1999,14.125,14.3125,14.0625,14.0625,8500
JASA,04/16/1999,14.0625,14.4375,14.0625,14.375,13500
JASA,04/19/1999,14.375,15.125,14.375,15,14600
JASA,04/20/1999,15,15.5625,15,15.25,4600
JASA,04/21/1999,15.3125,15.4375,15,15.375,4800
JASA,04/22/1999,15.3125,16.5,15.3125,16.5,11700
JASA,04/23/1999,16.75,16.75,16.25,16.5,119100
JASA,04/26/1999,16.625,16.625,16.125,16.125,4200
JASA,04/27/1999,16.0625,17.125,16.0625,17.125,11200
JASA,04/28/1999,17,17.0625,16.875,16.9375,10900
JASA,04/29/1999,16.75,16.75,16.75,16.75,1600
JASA,04/30/1999,16.625,16.6875,16.125,16.125,4100
JASA,05/03/1999,16.0625,16.0625,15.375,15.6875,12400
JASA,05/04/1999,15.625,15.625,15.375,15.375,900
JASA,05/05/1999,15.5,15.5,14.875,14.875,2700
JASA,05/06/1999,14.625,14.75,14.4375,14.75,2500
JASA,05/07/1999,14.625,14.6875,14.625,14.6875,900
JASA,05/10/1999,14.9375,16,14.9375,16,11900
JASA,05/11/1999,16.1875,16.25,16.1875,16.25,1400
JASA,05/12/1999,16,16,16,16,1100
JASA,05/13/1999,16,16.125,16,16.125,2500
JASA,05/14/1999,15.875,15.875,15.8125,15.875,2000
JASA,05/17/1999,15.75,15.8125,15.6875,15.8125,1500
JASA,05/18/1999,15.8438,16,15.75,16,101800
JASA,05/19/1999,15.9375,16.0625,15.75,15.75,9300
JASA,05/20/1999,15.9375,16.125,15.9375,16.0625,2900
JASA,05/21/1999,16.0625,16.0625,16,16.0625,3100
JASA,05/24/1999,16.125,16.1875,16,16.0625,2100
JASA,05/25/1999,15.875,16.0625,15.8125,16,8900
JASA,05/26/1999,15.875,15.9375,15.875,15.9375,700
JASA,05/27/1999,16.0625,16.0625,15.75,15.75,1800
JASA,05/28/1999,15.8125,16.9375,15.8125,16.8125,9000
JASA,06/01/1999,16.7188,17.25,16.7188,17.25,2400
JASA,06/02/1999,17.125,17.125,16.9375,17,4900
JASA,06/03/1999,16.875,16.875,16.625,16.625,6900
JASA,06/04/1999,16.5,16.5,16.4375,16.5,3300
JASA,06/07/1999,16.375,16.375,16,16.125,19200
JASA,06/08/1999,16.25,16.375,16.25,16.375,1000
JASA,06/09/1999,16.5,16.5,16,16.25,12800
JASA,06/10/1999,16.125,16.25,15.6875,15.6875,9900
JASA,06/11/1999,15.625,15.625,15.375,15.375,9400
JASA,06/14/1999,15.375,15.5,15.375,15.5,2400
JASA,06/15/1999,15.4375,15.625,15,15.25,7600
JASA,06/16/1999,15.5,15.5,14.9375,15,6600
JASA,06/17/1999,15.125,15.25,15,15.25,6300
JASA,06/18/1999,15.5,15.5,15,15,17300
JASA,06/21/1999,15,15.5,14.9375,15.5,3600
JASA,06/22/1999,15.5,15.5,15.375,15.5,2600
JASA,06/23/1999,15.5,16,15.5,15.5,18800
JASA,06/24/1999,15.5,15.5625,15.3125,15.3125,2500
JASA,06/25/1999,15.2813,15.375,15,15,17500
JASA,06/28/1999,15.25,15.4375,15.25,15.4375,3700
JASA,06/29/1999,15.4375,15.5625,15.4375,15.5625,3200
JASA,06/30/1999,15.5,15.9375,15,15,51700
JASA,07/01/1999,14.875,15.125,14.75,15.125,5100
JASA,07/02/1999,15.125,15.25,15.0625,15.25,11500
JASA,07/06/1999,15.375,15.375,15.1875,15.1875,2900
JASA,07/07/1999,15.125,15.125,14.75,14.75,10100
JASA,07/08/1999,14.875,14.875,14.6875,14.875,8200
JASA,07/09/1999,15,15,15,15,2100
JASA,07/12/1999,14.9375,14.9375,14.8125,14.8125,9600
JASA,07/13/1999,14.8125,14.8125,14.625,14.8125,4000
JASA,07/14/1999,14.75,14.75,14.625,14.75,2700
JASA,07/15/1999,14.75,14.75,14.625,14.6875,2900
JASA,07/16/1999,14.625,14.625,14,14,7000
JASA,07/19/1999,13.9375,13.9375,13.5,13.5625,6900
JASA,07/20/1999,13.5,13.5,12.375,12.375,41800
JASA,07/21/1999,12.375,12.8125,12.375,12.8125,5700
JASA,07/22/1999,12.9375,13.25,12.9375,13.25,15900
JASA,07/23/1999,13.3125,14,13.3125,14,16100
JASA,07/26/1999,13.9375,14.0625,13.875,14,31100
JASA,07/27/1999,14.125,14.125,13.9375,14,3900
JASA,07/28/1999,14.125,14.125,13.9375,14,1300
JASA,07/29/1999,14,14,13.875,13.9375,2300
JASA,07/30/1999,14,14.0625,14,14.0625,4100
JASA,08/02/1999,14,14.5,14,14.5,6600
JASA,08/03/1999,14.5625,14.625,14.4375,14.4375,1400
JASA,08/04/1999,14.375,14.375,14.1875,14.25,1500
JASA,08/05/1999,14.125,14.125,14,14.125,2400
JASA,08/06/1999,13.9375,14.0625,13.9375,14.0625,900
JASA,08/09/1999,14.0625,14.0625,13.9375,14,1700
JASA,08/10/1999,13.9375,13.9375,13.5625,13.75,111000
JASA,08/11/1999,13.625,13.625,13.5,13.625,2600
JASA,08/13/1999,13.625,14,13.625,14,2600
JASA,08/16/1999,13.875,13.9375,13.875,13.9375,1200
JASA,08/17/1999,13.9375,13.9375,13.9375,13.9375,600
JASA,08/18/1999,13.8125,14,13.8125,14,2200
JASA,08/19/1999,14,14.25,14,14.1875,1700
JASA,08/20/1999,14.0625,14.125,14.0625,14.125,1000
JASA,08/23/1999,14,14.125,14,14.0625,800
JASA,08/24/1999,14,14.1875,13.9375,14.1875,1800
JASA,08/26/1999,14.0625,14.0625,14.0625,14.0625,800
JASA,08/27/1999,14.0625,14.0625,13.8125,13.875,2800
JASA,08/30/1999,13.8125,13.8125,13.75,13.75,116600
JASA,08/31/1999,13.625,13.6875,13.5625,13.6875,6200
JASA,09/01/1999,13.5625,13.6875,13.5,13.6875,700
JASA,09/02/1999,13.625,13.625,13.5,13.5,13900
JASA,09/03/1999,13.375,14.75,13.375,14.4375,21200
JASA,09/07/1999,14.5625,14.875,14.5,14.6875,3800
JASA,09/08/1999,14.6875,14.6875,13.8125,13.9375,9500
JASA,09/09/1999,14.0625,14.125,13.9375,14,15200
JASA,09/10/1999,14,14,13.875,13.875,4800
JASA,09/13/1999,14,14,13.75,13.75,10900
JASA,09/14/1999,13.75,13.8125,13.3125,13.8125,7100
JASA,09/15/1999,13.75,13.8125,13.5625,13.625,4800
JASA,09/16/1999,13.5,13.5,13.375,13.4375,2300
JASA,09/17/1999,13.375,13.4375,13.25,13.25,13700
JASA,09/20/1999,13.125,13.5,13.125,13.4375,5200
JASA,09/21/1999,13.5625,13.5625,12.75,12.75,112200
JASA,09/22/1999,12.75,12.8125,12.6875,12.8125,3500
JASA,09/23/1999,12.6875,12.75,12.6875,12.75,4700
JASA,09/24/1999,12.75,12.75,12.4375,12.5,18800
JASA,09/27/1999,12.5,12.875,12.375,12.5,16300
JASA,09/28/1999,12.5,12.5625,12.3125,12.5,8200
JASA,09/29/1999,12.5,12.5625,12.4375,12.5,10800
JASA,09/30/1999,12.5,12.5,12.4375,12.4375,3200
JASA,10/01/1999,12.5625,13.125,12.5,13,62900
JASA,10/04/1999,13,13,12.75,12.875,3300
JASA,10/05/1999,12.9375,14,12.8125,14,31600
JASA,10/06/1999,13.9375,13.9375,13.75,13.875,4000
JASA,10/07/1999,13.8125,14,13.75,14,2200
JASA,10/08/1999,14,14.5,14,14.5,4600
JASA,10/11/1999,14.625,14.625,14.5,14.5,1500
JASA,10/12/1999,14.5625,14.5625,14.5625,14.5625,1300
JASA,10/13/1999,14.625,14.75,14.3125,14.3125,4900
JASA,10/14/1999,14.375,14.5,14.375,14.375,4500
JASA,10/15/1999,14.5,14.5,14.3125,14.4375,2600
JASA,10/18/1999,14.4375,14.4375,14,14.375,5000
JASA,10/19/1999,14.375,14.4375,14.125,14.125,7500
JASA,10/20/1999,14.125,14.1875,14,14.125,4000
JASA,10/21/1999,14,14.25,14,14.25,1000
JASA,10/22/1999,14.125,14.3125,14.125,14.25,3000
JASA,10/25/1999,14.1875,14.1875,13.875,14,14100
JASA,10/26/1999,13.9063,13.9375,13.9063,13.9375,400
JASA,10/27/1999,14.0625,14.0625,13.875,13.9375,65100
JASA,10/28/1999,14,14.25,14,14.25,7700
JASA,10/29/1999,14.25,14.25,13.9375,13.9375,5200
JASA,11/01/1999,14,14.0625,13.875,14,17400
JASA,11/02/1999,14,14,13.75,13.9375,900
JASA,11/03/1999,13.9375,14.0625,13.9375,14.0625,5100
JASA,11/04/1999,14.1875,14.25,14.125,14.25,2600
JASA,11/05/1999,14.3125,14.3125,14,14.125,2200
JASA,11/08/1999,14,14,13.875,13.875,900
JASA,11/09/1999,13.8125,14.125,13.8125,14.125,2400
JASA,11/10/1999,14.125,14.1875,14.125,14.1875,2000
JASA,11/11/1999,14.0625,14.125,13.875,14,1700
JASA,11/12/1999,13.875,14,13.8125,13.875,3200
JASA,11/15/1999,13.9375,13.9375,13.5,13.875,8400
JASA,11/16/1999,13.75,13.875,13.625,13.8125,6000
JASA,11/17/1999,13.75,13.875,13.75,13.875,4900
JASA,11/18/1999,13.875,14.25,13.8438,14.25,23900
JASA,11/19/1999,14.25,14.25,13.625,13.6875,25200
JASA,11/22/1999,13.5625,13.5625,13.5,13.5,700
JASA,11/23/1999,13.5625,13.6875,13.375,13.5,5500
JASA,11/24/1999,13.5,13.625,13.25,13.4375,7000
JASA,11/26/1999,13.3125,13.375,13.3125,13.375,1400
JASA,11/29/1999,13.25,13.375,13.125,13.1875,8700
JASA,11/30/1999,13.0625,13.0625,13,13.0625,2800
JASA,12/01/1999,13,13,12.625,12.875,4800
JASA,12/02/1999,12.75,13,12.75,13,2700
JASA,12/03/1999,12.75,12.75,12.375,12.4375,5300
JASA,12/06/1999,12.4375,12.5,12.25,12.3125,6600
JASA,12/07/1999,12.3125,12.3125,11,11,14900
JASA,12/08/1999,11,11.25,11,11,7300
JASA,12/09/1999,10.875,10.875,9.375,9.5625,48200
JASA,12/10/1999,9.6875,10.625,9.5,10.5,64800
JASA,12/13/1999,10.5,10.75,10.4375,10.75,7700
JASA,12/14/1999,10.75,10.8125,10.625,10.75,1400
JASA,12/15/1999,10.75,11,10.75,10.9375,4500
JASA,12/16/1999,10.875,10.9375,10.875,10.875,3100
JASA,12/17/1999,10.8125,10.8125,10.375,10.375,18200
JASA,12/20/1999,10.375,10.375,9.9375,10,40400
JASA,12/21/1999,9.8125,10.1875,9.8125,10.0625,14100
JASA,12/22/1999,10.0625,10.125,10,10.125,6400
JASA,12/23/1999,10.1875,10.1875,10.0625,10.0625,6700
JASA,12/27/1999,10.1875,10.4375,10.125,10.25,10100
JASA,12/28/1999,10.25,10.5,10.25,10.4375,4500
JASA,12/29/1999,10.4375,10.8125,10.4375,10.75,2900
JASA,12/30/1999,10.875,11.1875,10.875,11,12800
JASA,12/31/1999,11,11.25,11,11.25,2600
JASA,01/03/2000,11.375,11.375,11.125,11.3125,3100
JASA,01/04/2000,11.25,11.4375,11.1875,11.3125,4500
JASA,01/05/2000,11.25,11.5,11.25,11.4375,3300
JASA,01/06/2000,11.4375,11.4375,11.375,11.375,4500
JASA,01/07/2000,11.375,11.5625,11.375,11.5625,800
JASA,01/10/2000,11.6875,11.6875,11.5,11.5625,3100
JASA,01/11/2000,11.5625,11.5625,11.3125,11.375,10300
JASA,01/12/2000,11.25,11.375,11.25,11.3125,5000
JASA,01/13/2000,11.3125,11.3125,10.875,10.875,31700
JASA,01/14/2000,10.8125,11,10.8125,10.9375,7700
JASA,01/18/2000,10.9375,11.1875,10.9375,11.125,2900
JASA,01/19/2000,11.125,11.25,11.125,11.25,2500
JASA,01/20/2000,11.1875,11.25,11.0625,11.125,4000
JASA,01/21/2000,11.0625,11.0625,11.0625,11.0625,3600
JASA,01/24/2000,11.0625,11.0625,10.9375,11,5500
JASA,01/25/2000,10.9375,10.9375,10.75,10.75,5100
JASA,01/26/2000,10.8125,10.9375,10.8125,10.8125,3300
JASA,01/27/2000,10.8125,10.8125,10.6875,10.6875,3200
JASA,01/28/2000,10.6875,10.8125,10.6875,10.8125,3900
JASA,01/31/2000,10.8125,10.8125,10.3125,10.3125,18000
