,TRYB,US,Equity,,,
TRYB,11/14/2006,17.4222,17.5197,17.1103,17.4222,342500
TRYB,11/15/2006,17.5002,18.4947,17.5002,18.0365,576700
TRYB,11/16/2006,18.0365,18.1339,17.9,18.0365,355500
TRYB,11/17/2006,18.0365,18.2509,17.978,18.1827,395400
TRYB,11/20/2006,18.1827,18.4752,18.056,18.3484,362000
TRYB,11/21/2006,18.3484,18.4654,18.2119,18.3972,325800
TRYB,11/22/2006,18.4557,18.4557,18.1047,18.3972,209600
TRYB,11/24/2006,18.2412,18.4654,18.2022,18.4459,29100
TRYB,11/27/2006,18.3094,18.4362,17.6855,17.7342,380000
TRYB,11/28/2006,17.7537,18.0852,17.6562,17.7927,310700
TRYB,11/29/2006,17.9487,18.3289,17.8415,18.3289,328600
TRYB,11/30/2006,18.2802,18.4752,18.0462,18.2704,316200
TRYB,12/01/2006,18.3589,18.408,17.494,18.3294,315500
TRYB,12/04/2006,18.4375,19.0567,18.3687,18.9682,317400
TRYB,12/05/2006,19.1157,19.2827,18.8896,19.155,460700
TRYB,12/06/2006,19.0862,19.2434,18.9682,19.1058,344600
TRYB,12/07/2006,19.1058,19.4007,18.8798,19.2238,256700
TRYB,12/08/2006,19.2336,19.381,18.9191,18.9977,265800
TRYB,12/11/2006,19.1157,19.2336,19.0174,19.1157,144900
TRYB,12/12/2006,19.2041,19.3122,18.9682,19.1845,331700
TRYB,12/13/2006,19.2139,19.3122,19.0075,19.2336,300000
TRYB,12/14/2006,19.3122,19.4105,19.0763,19.096,320800
TRYB,12/15/2006,19.1943,19.2532,18.9486,19.1648,424500
TRYB,12/18/2006,19.2729,19.3122,18.87,18.8896,245700
TRYB,12/19/2006,18.8896,19.1157,18.6832,18.8503,222100
TRYB,12/20/2006,18.9486,19.2926,18.87,19.2631,356300
TRYB,12/21/2006,19.3319,19.4596,19.1746,19.2139,203100
TRYB,12/22/2006,19.2631,19.4793,19.1058,19.4793,95600
TRYB,12/26/2006,19.4105,19.8626,19.381,19.7348,113300
TRYB,12/27/2006,19.951,20.2066,19.8921,20.0886,206000
TRYB,12/28/2006,20.0297,20.0886,19.6464,19.8822,275200
TRYB,12/29/2006,19.9412,20.1083,19.5579,19.6562,192700
TRYB,01/03/2007,19.8528,19.951,19.3024,19.3614,370500
TRYB,01/04/2007,19.3712,19.3712,18.9977,19.1451,485700
TRYB,01/05/2007,19.0665,19.4596,19.0469,19.4203,225500
TRYB,01/08/2007,19.3908,19.7545,19.0272,19.6464,168300
TRYB,01/09/2007,19.6857,19.8036,19.3515,19.7938,180600
TRYB,01/10/2007,19.499,19.5972,19.2729,19.4498,209400
TRYB,01/11/2007,19.5481,20.0788,19.5481,20.0198,255300
TRYB,01/12/2007,20.0493,20.1378,19.951,20.1181,175600
TRYB,01/16/2007,20.1574,20.1967,19.8331,19.8822,202600
TRYB,01/17/2007,19.7545,20.01,19.6169,19.666,178300
TRYB,01/18/2007,19.6759,19.9117,19.5284,19.9019,220600
TRYB,01/19/2007,19.9216,20.0493,19.6365,20.01,248400
TRYB,01/22/2007,20.0395,20.0885,19.322,19.5383,270800
TRYB,01/23/2007,19.4793,19.5383,19.3024,19.3614,255100
TRYB,01/24/2007,19.4203,19.6955,19.3614,19.4891,324300
TRYB,01/25/2007,19.5186,19.5776,19.1255,19.2827,120600
TRYB,01/26/2007,19.2827,19.322,18.7717,19.2041,189400
TRYB,01/29/2007,19.1943,19.4007,18.9191,19.155,245200
TRYB,01/30/2007,19.2532,19.381,19.1255,19.2532,250800
TRYB,01/31/2007,19.1845,20.1083,18.9879,19.2139,295600
TRYB,02/01/2007,19.2532,19.2631,19.1353,19.2631,171900
TRYB,02/02/2007,19.3024,19.322,19.096,19.2532,325700
TRYB,02/05/2007,19.2729,19.4596,19.0174,19.1451,116100
TRYB,02/06/2007,19.2336,19.2631,18.9486,19.1746,127700
TRYB,02/07/2007,19.1746,19.4007,19.1157,19.2926,162000
TRYB,02/08/2007,19.3024,19.4891,19.1845,19.3122,197300
TRYB,02/09/2007,19.3122,19.3614,18.7717,19.1157,190800
TRYB,02/12/2007,19.155,19.381,19.0469,19.1746,150800
TRYB,02/13/2007,19.1648,19.3908,19.1157,19.2631,585234
TRYB,02/14/2007,19.2631,19.5186,19.096,19.1451,426239
TRYB,02/15/2007,19.1648,19.3122,19.1058,19.1255,224400
TRYB,02/16/2007,19.1943,19.2139,18.8405,19.0174,212100
TRYB,02/20/2007,19.0075,19.1845,18.87,19.1058,169900
TRYB,02/21/2007,18.9977,19.1353,18.9879,19.1353,293700
TRYB,02/22/2007,19.1058,19.1058,18.9486,19.0665,175300
TRYB,02/23/2007,19.0075,19.2041,18.8994,18.9093,184600
TRYB,02/26/2007,19.0075,19.0075,18.4179,18.6046,230200
TRYB,02/27/2007,18.2115,18.4867,17.7102,17.7495,232900
TRYB,02/28/2007,17.6513,17.9953,17.3466,17.7004,304200
TRYB,03/01/2007,17.3957,17.8675,17.268,17.612,232800
TRYB,03/02/2007,17.553,18.0935,17.3957,17.4744,330600
TRYB,03/05/2007,17.268,17.3859,16.4031,16.4326,514700
TRYB,03/06/2007,16.6095,16.7864,16.3638,16.6881,549400
TRYB,03/07/2007,16.6783,16.7667,16.4522,16.4916,386100
TRYB,03/08/2007,16.6488,17.4154,16.4916,17.1599,345900
TRYB,03/09/2007,17.3269,17.3368,16.8552,17.0124,181600
TRYB,03/12/2007,17.1992,17.3761,17.0026,17.2385,174400
TRYB,03/13/2007,17.0812,17.3269,16.7766,16.9535,268500
TRYB,03/14/2007,16.9535,17.1599,16.4719,16.9928,289700
TRYB,03/15/2007,16.9928,17.2483,16.9928,17.1893,145600
TRYB,03/16/2007,17.2287,17.2975,17.0223,17.0911,476200
TRYB,03/19/2007,17.1992,17.5137,17.1107,17.3368,204400
TRYB,03/20/2007,17.3073,17.5628,17.3073,17.4842,141800
TRYB,03/21/2007,17.4842,17.7102,17.2385,17.6414,246700
TRYB,03/22/2007,17.6906,17.7397,17.209,17.3564,184700
TRYB,03/23/2007,17.3171,17.6218,17.2385,17.6021,106500
TRYB,03/26/2007,17.5825,17.612,17.209,17.3957,133100
TRYB,03/27/2007,17.3761,17.5726,17.2287,17.2581,114700
TRYB,03/28/2007,17.2385,17.3171,16.7569,16.9535,575700
TRYB,03/29/2007,17.1009,17.1009,16.58,16.8748,303000
TRYB,03/30/2007,16.9436,17.1893,16.6979,16.8945,366700
TRYB,04/02/2007,16.9535,17.0518,16.865,17.0518,321300
TRYB,04/03/2007,17.0911,17.3957,17.0272,17.3368,150000
TRYB,04/04/2007,17.2975,17.3859,17.0419,17.0714,155200
TRYB,04/05/2007,17.0714,17.2287,16.8748,17.0616,118500
TRYB,04/09/2007,17.0419,17.0419,16.7962,16.8454,154800
TRYB,04/10/2007,16.8159,17.0419,16.8159,17.0124,75400
TRYB,04/11/2007,17.0419,17.0911,16.6488,16.7667,197700
TRYB,04/12/2007,16.7078,16.8061,16.4621,16.7864,129700
TRYB,04/13/2007,16.7569,16.7569,16.5014,16.7078,498600
TRYB,04/16/2007,16.8257,17.1697,16.8257,17.0911,156600
TRYB,04/17/2007,17.1009,17.1009,16.8748,17.0616,133400
TRYB,04/18/2007,16.983,17.1206,16.7078,16.9043,134400
TRYB,04/19/2007,16.7274,16.7373,16.2164,16.4719,426000
TRYB,04/20/2007,17.553,18.6636,16.6685,17.3073,352900
TRYB,04/23/2007,17.2188,17.2287,16.8355,16.865,130500
TRYB,04/24/2007,16.924,16.9436,16.5309,16.6979,127700
TRYB,04/25/2007,16.8257,16.8355,16.354,16.6488,180800
TRYB,04/26/2007,16.5997,17.0026,16.3834,16.9043,196900
TRYB,04/27/2007,16.7274,17.1107,16.5997,16.8159,228400
TRYB,04/30/2007,16.865,16.9348,15.9805,15.9903,332600
TRYB,05/01/2007,15.9903,16.3834,15.9903,16.3146,217400
TRYB,05/02/2007,16.3048,16.6095,16.1672,16.354,244100
TRYB,05/03/2007,16.354,16.4424,16.1672,16.2852,118700
TRYB,05/04/2007,16.2852,16.4621,16.0689,16.4326,266600
TRYB,05/07/2007,16.4522,16.5505,16.236,16.4424,152700
TRYB,05/08/2007,16.4129,16.4719,16.1771,16.4719,184800
TRYB,05/09/2007,16.3441,16.5898,16.0591,16.521,137300
TRYB,05/10/2007,16.521,16.521,15.9117,15.9215,202900
TRYB,05/11/2007,16.2164,16.2164,15.8626,16.0395,110200
TRYB,05/14/2007,15.9707,16.0984,15.6169,15.7643,199400
TRYB,05/15/2007,15.7643,15.8331,15.381,15.4203,206300
TRYB,05/16/2007,15.4203,15.5677,15.263,15.4891,165800
TRYB,05/17/2007,15.4301,15.5677,15.2827,15.381,164500
TRYB,05/18/2007,15.381,15.7151,15.2139,15.5775,226800
TRYB,05/21/2007,15.5874,15.9019,15.5481,15.7839,183400
TRYB,05/22/2007,15.725,15.9117,15.5579,15.8527,174000
TRYB,05/23/2007,15.892,15.9608,15.5579,15.5677,206500
TRYB,05/24/2007,15.5284,15.6758,15.2532,15.3122,209000
TRYB,05/25/2007,15.4301,15.5579,15.3417,15.4498,146200
TRYB,05/29/2007,15.5284,15.6856,15.381,15.5775,139500
TRYB,05/30/2007,15.4301,15.4694,15.1382,15.1746,202000
TRYB,05/31/2007,15.2336,15.3515,15.0861,15.1844,235400
TRYB,06/01/2007,15.2729,15.3515,15.1549,15.3515,474300
TRYB,06/04/2007,15.3318,15.4989,15.1942,15.3318,255300
TRYB,06/05/2007,15.2336,15.2827,15.0665,15.2237,206000
TRYB,06/06/2007,15.1648,15.4596,14.9879,15.4006,432500
TRYB,06/07/2007,15.3024,15.4301,15.1451,15.3318,420500
TRYB,06/08/2007,15.2827,15.666,15.2827,15.5087,254500
TRYB,06/11/2007,15.4989,15.4989,15.263,15.4399,215900
TRYB,06/12/2007,15.3417,15.4596,15.2336,15.3417,240200
TRYB,06/13/2007,15.4301,15.6856,15.381,15.6267,210100
TRYB,06/14/2007,15.666,15.7544,15.2139,15.4399,232200
TRYB,06/15/2007,16.4817,18.182,15.892,15.9215,537100
TRYB,06/18/2007,15.9314,15.9314,15.6856,15.8232,249600
TRYB,06/19/2007,15.7348,15.8331,15.5087,15.7839,192600
TRYB,06/20/2007,15.8527,15.8527,15.5775,15.7348,247000
TRYB,06/21/2007,15.7348,15.7348,15.3515,15.5087,295600
TRYB,06/22/2007,15.4793,15.5284,15.2925,15.5284,486900
TRYB,06/25/2007,15.5284,15.6169,15.3711,15.4989,231200
TRYB,06/26/2007,15.5775,15.6267,15.4694,15.5284,205900
TRYB,06/27/2007,15.4399,15.7446,15.2336,15.607,241000
TRYB,06/28/2007,15.6463,15.7839,15.5186,15.5186,130800
TRYB,06/29/2007,15.6169,15.6664,15.3711,15.4301,171200
TRYB,07/02/2007,15.5579,15.7053,15.322,15.607,245000
TRYB,07/03/2007,15.6463,15.6856,15.2925,15.3515,198600
TRYB,07/05/2007,15.3515,15.666,15.3123,15.6562,112600
TRYB,07/06/2007,15.6562,15.6562,15.3417,15.5775,176400
TRYB,07/09/2007,15.6267,15.6267,15.2336,15.5284,168900
TRYB,07/10/2007,15.3515,15.4891,15.2336,15.4301,269200
TRYB,07/11/2007,15.4006,15.4694,15.2336,15.3613,148800
TRYB,07/12/2007,15.4793,15.7053,15.4006,15.7053,180800
TRYB,07/13/2007,15.6562,15.7643,15.4399,15.725,211500
TRYB,07/16/2007,15.6169,15.8134,15.5186,15.7446,399300
TRYB,07/17/2007,15.8134,15.8527,15.7053,15.7839,228100
TRYB,07/18/2007,15.725,15.7938,15.4989,15.7544,285000
TRYB,07/19/2007,15.9019,15.9019,15.6758,15.8527,150500
TRYB,07/20/2007,15.8134,15.8134,15.4105,15.4989,329500
TRYB,07/23/2007,15.6169,15.8331,15.3515,15.7938,180500
TRYB,07/24/2007,15.4793,15.5237,15.1451,15.2139,421800
TRYB,07/25/2007,15.2925,15.3318,14.7422,15.096,327800
TRYB,07/26/2007,14.7422,14.9387,14.2507,14.467,511800
TRYB,07/27/2007,14.3982,14.4964,14.064,14.2311,523400
TRYB,07/30/2007,14.2016,14.3195,13.9264,14.1328,369000
TRYB,07/31/2007,14.2999,14.2999,13.8969,14.064,333400
TRYB,08/01/2007,14.0738,14.7913,13.0419,14.005,441700
TRYB,08/02/2007,14.0444,14.0444,13.72,14.0247,268000
TRYB,08/03/2007,14.005,14.0738,13.6217,13.6512,266700
TRYB,08/06/2007,13.6807,14.2114,13.3269,14.1426,373800
TRYB,08/07/2007,14.0149,14.0738,13.5038,13.9559,492400
TRYB,08/08/2007,14.2901,14.8404,12.5308,12.7176,691900
TRYB,08/09/2007,12.2851,12.2851,11.1844,11.4104,1029900
TRYB,08/10/2007,12.4522,14.1525,12.0394,13.4055,981700
TRYB,08/13/2007,13.7102,14.005,12.9731,13.6217,510400
TRYB,08/14/2007,13.6611,13.8281,13.0714,13.5529,345600
TRYB,08/15/2007,13.5628,13.9756,13.4448,13.7299,322900
TRYB,08/16/2007,13.72,15.263,13.494,15.263,481800
TRYB,08/17/2007,16.6095,16.6095,15.3318,15.3908,592800
TRYB,08/20/2007,15.4793,15.6562,15.1451,15.607,254400
TRYB,08/21/2007,15.5087,15.8232,15.037,15.1156,196000
TRYB,08/22/2007,15.4399,15.6267,15.1746,15.381,196100
TRYB,08/23/2007,15.5284,15.5284,15.1156,15.3122,121900
TRYB,08/24/2007,15.3515,15.607,15.0665,15.607,110700
TRYB,08/27/2007,15.5284,15.7053,15.263,15.2925,106300
TRYB,08/28/2007,15.1156,15.2925,14.5259,14.5358,216800
TRYB,08/29/2007,14.5456,14.8011,14.1918,14.7618,168900
TRYB,08/30/2007,14.4768,15.1549,14.4768,14.978,251700
TRYB,08/31/2007,15.2237,15.263,14.8011,15.096,165200
TRYB,09/04/2007,14.8011,15.0272,14.5554,14.7618,282800
TRYB,09/05/2007,14.6635,14.9289,14.2802,14.5554,239900
TRYB,09/06/2007,14.7225,14.7618,14.3097,14.467,220800
TRYB,09/07/2007,14.1132,14.2016,13.7888,13.8871,237500
TRYB,09/10/2007,13.8281,14.0444,13.3662,13.5628,186900
TRYB,09/11/2007,13.5136,13.7888,13.5136,13.6512,215600
TRYB,09/12/2007,13.6512,13.8674,13.5136,13.7299,273900
TRYB,09/13/2007,13.8969,14.0345,13.6807,13.8871,245100
TRYB,09/14/2007,13.7397,13.8576,13.6217,13.8183,136200
TRYB,09/17/2007,13.7987,13.7987,13.1991,13.2385,359200
TRYB,09/18/2007,13.2483,14.2704,13.1009,14.2507,197600
TRYB,09/19/2007,14.5063,14.7127,14.2213,14.3589,189000
TRYB,09/20/2007,14.408,14.5947,13.9166,13.9559,159800
TRYB,09/21/2007,14.1918,16.2262,13.6119,13.6807,367600
TRYB,09/24/2007,13.7004,13.838,13.2679,13.5726,149400
TRYB,09/25/2007,13.4154,13.494,13.1795,13.1893,133000
TRYB,09/26/2007,13.5038,13.5726,13.0026,13.1205,222900
TRYB,09/27/2007,13.1009,13.1303,12.9731,13.0124,94900
TRYB,09/28/2007,12.9731,13.0222,12.2556,12.295,260400
TRYB,10/01/2007,12.3244,13.2385,12.3244,12.9829,333900
TRYB,10/02/2007,13.0714,14.2606,12.9731,14.0935,291100
TRYB,10/03/2007,13.7593,14.2704,13.7593,13.9068,213100
TRYB,10/04/2007,13.9952,14.2016,13.9264,14.0149,128400
TRYB,10/05/2007,14.349,14.7027,14.1132,14.6635,218400
TRYB,10/08/2007,14.6144,14.7422,14.349,14.349,161100
TRYB,10/09/2007,14.2507,14.3195,13.7888,14.1132,213100
TRYB,10/10/2007,14.1426,14.2507,13.6316,13.7299,152700
TRYB,10/11/2007,13.9068,14.1033,13.4448,13.4448,168900
TRYB,10/12/2007,13.435,13.6611,13.3957,13.4645,140200
TRYB,10/15/2007,13.4448,13.7102,12.7569,12.9927,222000
TRYB,10/16/2007,13.0615,13.0615,12.5603,12.5603,157900
TRYB,10/17/2007,12.7372,13.091,12.6193,12.7765,177700
TRYB,10/18/2007,12.9141,12.9534,12.6193,12.6684,171900
TRYB,10/19/2007,12.7569,12.7569,11.2335,11.2335,473100
TRYB,10/22/2007,11.0959,11.3318,10.9682,11.1745,328400
TRYB,10/23/2007,11.5185,11.8625,11.2827,11.5284,192300
TRYB,10/24/2007,11.4301,11.8134,10.7225,11.2728,221800
TRYB,10/25/2007,11.3318,11.5873,10.7323,10.8207,143300
TRYB,10/26/2007,11.0173,11.3416,10.8502,11.204,127100
TRYB,10/29/2007,11.2433,11.4203,10.7519,10.8207,104500
TRYB,10/30/2007,10.7814,10.8109,10.6143,10.693,169100
TRYB,10/31/2007,10.8109,11.2335,10.7618,11.0075,198600
TRYB,11/01/2007,10.6831,10.7814,9.9755,10.0836,343600
TRYB,11/02/2007,10.0541,10.3097,9.8379,10.1917,333000
TRYB,11/05/2007,9.9362,10.0247,9.5824,9.7003,304100
TRYB,11/06/2007,9.7593,10.1917,9.4055,10.1426,259500
TRYB,11/07/2007,9.9362,10.0836,9.5431,9.6217,228200
TRYB,11/08/2007,9.7495,9.8183,9.3957,9.6315,285200
TRYB,11/09/2007,9.3957,9.8576,9.3858,9.5627,142700
TRYB,11/12/2007,9.5726,10.3883,9.4841,10.0443,213400
TRYB,11/13/2007,10.0541,10.4178,9.9853,10.349,363400
TRYB,11/14/2007,10.2016,10.349,9.6021,9.9264,238300
TRYB,11/15/2007,10.005,10.005,9.1794,9.4055,362400
TRYB,11/16/2007,9.4251,9.5234,8.9239,9.2482,449500
TRYB,11/19/2007,9.0713,9.1598,8.8846,9.0222,191044
TRYB,11/20/2007,8.9829,9.0222,8.1573,8.9632,429100
TRYB,11/21/2007,9.0025,9.0615,8.4325,8.4325,469400
TRYB,11/23/2007,8.4817,8.7568,8.4129,8.7077,115100
TRYB,11/26/2007,8.5996,8.5996,8.2753,8.3539,651700
TRYB,11/27/2007,8.3244,8.3244,8.0099,8.2949,509400
TRYB,11/28/2007,8.2949,8.7667,8.2949,8.7274,518600
TRYB,11/29/2007,8.6684,8.6684,8.3342,8.462,259600
TRYB,11/30/2007,8.5898,8.6389,8.1672,8.2654,526900
TRYB,12/03/2007,8.2359,8.3539,8.1082,8.1278,346600
TRYB,12/04/2007,8.0099,8.0984,7.7151,7.7151,292400
TRYB,12/05/2007,7.8527,7.8625,7.6856,7.8133,235100
TRYB,12/06/2007,7.8133,8.2359,7.6954,8.2359,259800
TRYB,12/07/2007,8.2065,8.3047,8.1672,8.2753,231611
TRYB,12/10/2007,8.2753,8.4423,8.2753,8.3932,165300
TRYB,12/11/2007,8.462,8.6586,8.1966,8.1966,266200
TRYB,12/12/2007,8.4522,8.6684,7.8035,7.9804,257500
TRYB,12/13/2007,7.8625,8.2949,7.8232,8.2458,240275
TRYB,12/14/2007,8.118,8.1573,7.9509,7.9509,374008
TRYB,12/17/2007,7.892,8.2851,7.8625,8.0689,460550
TRYB,12/18/2007,8.8453,9.032,8.3637,9.0124,584821
TRYB,12/19/2007,9.0124,9.091,8.4325,8.462,336200
TRYB,12/20/2007,8.5701,8.6192,8.0885,8.4129,245000
TRYB,12/21/2007,8.6389,9.0713,8.6291,9.0419,656900
TRYB,12/24/2007,9.2384,9.3367,9.1106,9.2876,136800
TRYB,12/26/2007,9.2188,9.9755,9.1893,9.7691,253100
TRYB,12/27/2007,9.8969,9.9264,8.8256,8.8944,287400
TRYB,12/28/2007,8.9829,9.2679,8.8846,8.9436,165300
TRYB,12/31/2007,8.8649,8.9239,8.462,8.6094,262900
TRYB,01/02/2008,8.5799,8.7372,8.3637,8.7274,274100
TRYB,01/03/2008,8.7667,8.7667,8.1475,8.1475,252100
TRYB,01/04/2008,8.059,8.0984,7.7151,7.9706,278600
TRYB,01/07/2008,7.9902,8.5406,7.8625,8.4423,211000
TRYB,01/08/2008,8.3539,8.6291,8.0099,8.0492,235500
TRYB,01/09/2008,8.0099,8.5406,8.0099,8.4718,228600
TRYB,01/10/2008,8.3539,8.6291,8.1082,8.3047,300900
TRYB,01/11/2008,8.1082,8.2753,8.0492,8.059,212290
TRYB,01/14/2008,8.1278,8.3834,7.9313,8.2163,245400
TRYB,01/15/2008,8.0689,8.2163,7.9706,8.1278,214900
TRYB,01/16/2008,8.118,8.8355,7.9313,8.7667,259500
TRYB,01/17/2008,8.7765,8.7765,7.9902,8.2458,290600
TRYB,01/18/2008,8.3244,8.5406,7.8035,8.1278,329100
TRYB,01/22/2008,7.8232,8.5406,7.7544,8.2261,265200
TRYB,01/23/2008,8.0197,9.3957,7.8723,9.2974,327200
TRYB,01/24/2008,9.3465,9.6905,9.0615,9.0713,225100
TRYB,01/25/2008,9.2089,9.4841,8.8944,9.1205,181200
TRYB,01/28/2008,9.0615,9.376,8.9337,9.2876,235768
TRYB,01/29/2008,9.3269,9.376,8.9239,9.2581,245800
TRYB,01/30/2008,9.1598,9.9362,9.0713,9.3465,315900
TRYB,01/31/2008,9.15,9.4743,8.9141,9.2974,408496
TRYB,02/01/2008,9.2974,9.6905,9.1106,9.6709,220000
TRYB,02/04/2008,9.6119,9.7003,8.9927,9.4055,194000
TRYB,02/05/2008,9.2286,9.4448,9.0713,9.3465,158083
TRYB,02/06/2008,9.4055,9.4129,8.7765,8.9436,158700
TRYB,02/07/2008,8.9141,9.5529,8.6487,9.3269,185600
TRYB,02/08/2008,9.2974,9.3858,8.8551,8.9337,156200
TRYB,02/11/2008,8.9043,8.9829,8.5013,8.9337,159070
TRYB,02/12/2008,8.9632,9.091,8.8158,9.091,144400
TRYB,02/13/2008,9.2089,9.9166,9.1401,9.5529,169600
TRYB,02/14/2008,9.5627,9.661,8.8551,9.1008,130100
TRYB,02/15/2008,8.9927,9.1008,8.4817,9.0025,208210
TRYB,02/19/2008,9.1401,9.376,8.8453,8.9829,108924
TRYB,02/20/2008,8.9337,9.2384,8.5996,9.2188,125100
TRYB,02/21/2008,9.3072,9.4546,8.5799,8.6192,154500
TRYB,02/22/2008,8.6487,8.7568,8.31,8.6586,152975
TRYB,02/25/2008,8.6782,8.8944,8.3637,8.8355,137400
TRYB,02/26/2008,8.7568,9.3269,8.7568,8.9829,168700
TRYB,02/27/2008,8.8748,9.7298,8.806,9.7298,254232
TRYB,02/28/2008,9.4841,9.5234,8.7175,8.8256,131924
TRYB,02/29/2008,8.5799,8.8158,8.2556,8.2753,240225
TRYB,03/03/2008,8.3735,8.3735,7.2335,7.7445,270100
TRYB,03/04/2008,7.6757,7.7347,7.0467,7.2728,261900
TRYB,03/05/2008,7.4202,7.4202,7.0861,7.2728,135000
TRYB,03/06/2008,7.204,7.2138,6.8993,6.9485,171200
TRYB,03/07/2008,6.8305,7.0762,6.8207,6.8797,138100
TRYB,03/10/2008,6.8797,7.0173,6.6438,6.6831,158900
TRYB,03/11/2008,7.1745,7.3219,6.9092,7.2237,230016
TRYB,03/12/2008,7.204,7.5775,7.0467,7.263,254500
TRYB,03/13/2008,7.1647,7.4694,6.9583,7.3219,386500
TRYB,03/14/2008,7.3514,7.3907,6.919,7.1549,138700
TRYB,03/17/2008,6.7322,7.3121,6.6635,6.9583,144600
TRYB,03/18/2008,7.3711,7.6364,7.1254,7.548,252900
TRYB,03/19/2008,7.3612,8.0099,7.0959,7.0959,272908
TRYB,03/20/2008,8.3539,8.3834,7.5283,7.5578,1033600
TRYB,03/24/2008,7.4988,7.8133,7.4595,7.548,235400
TRYB,03/25/2008,7.548,7.7052,7.4694,7.5775,208200
TRYB,03/26/2008,7.41,7.72,6.97,7.2,398100
TRYB,03/27/2008,7.31,7.72,7.14,7.4,573100
TRYB,03/28/2008,7.42,7.6,7.12,7.6,500700
TRYB,03/31/2008,7.6,7.6,6.88,6.91,359200
TRYB,04/01/2008,7.2,7.36,6.92,7.36,262100
TRYB,04/02/2008,7.34,7.71,7.33,7.53,194800
TRYB,04/03/2008,7.48,7.79,7.4,7.69,112100
TRYB,04/04/2008,7.62,7.89,7.4972,7.68,137300
TRYB,04/07/2008,7.73,7.91,7.45,7.58,105900
TRYB,04/08/2008,7.5,7.58,7.37,7.54,94700
TRYB,04/09/2008,7.54,7.55,6.95,6.95,222265
TRYB,04/10/2008,7.17,7.58,6.87,7.3,226100
TRYB,04/11/2008,7.17,7.32,6.54,6.58,176000
TRYB,04/14/2008,6.58,6.97,6.49,6.78,229163
TRYB,04/15/2008,6.8,6.88,6.65,6.76,231934
TRYB,04/16/2008,6.84,7.21,6.75,7.2,221356
TRYB,04/17/2008,7.18,7.18,6.85,6.86,165289
TRYB,04/18/2008,6.99,7.23,6.99,7.03,224019
TRYB,04/21/2008,6.94,7.18,6.92,6.98,79101
TRYB,04/22/2008,6.89,6.97,6.44,6.6,177767
TRYB,04/23/2008,6.64,6.64,6.46,6.5,205854
TRYB,04/24/2008,6.05,6.82,5.9,6.62,2468162
TRYB,04/25/2008,6.66,6.99,6.6,6.95,611038
TRYB,04/28/2008,6.93,7.19,6.88,7.02,884817
TRYB,04/29/2008,7.03,7.13,7.01,7.06,553243
TRYB,04/30/2008,7.2,7.2,7.04,7.1,424292
TRYB,05/01/2008,7.16,7.16,6.9,7.02,615393
TRYB,05/02/2008,7.07,7.17,6.95,7.08,294632
TRYB,05/05/2008,7.04,7.07,6.9,6.95,361161
TRYB,05/06/2008,6.94,7.02,6.89,7,592367
TRYB,05/07/2008,7.01,7.02,6.8,6.84,387024
TRYB,05/08/2008,6.83,6.93,6.47,6.53,175827
TRYB,05/09/2008,6.45,6.6,6.4,6.4,145603
TRYB,05/12/2008,6.49,6.58,6.45,6.51,469507
TRYB,05/13/2008,6.51,6.6,6.31,6.59,266059
TRYB,05/14/2008,6.53,6.7,6.52,6.56,327768
TRYB,05/15/2008,6.51,6.76,6.49,6.68,387148
TRYB,05/16/2008,6.95,6.95,6.62,6.75,494592
TRYB,05/19/2008,6.73,6.98,6.72,6.9,521262
TRYB,05/20/2008,6.74,6.86,6.71,6.83,298484
TRYB,05/21/2008,6.83,6.88,6.5,6.66,216418
TRYB,05/22/2008,6.67,7.21,6.62,7.03,1149573
TRYB,05/23/2008,7.02,7.02,6.82,6.87,255827
TRYB,05/27/2008,6.89,7.07,6.79,7.01,246380
TRYB,05/28/2008,7.05,7.15,6.85,7.08,354126
TRYB,05/29/2008,7.01,7.04,6.88,7.01,356533
TRYB,05/30/2008,6.94,7.05,6.88,7.03,397470
TRYB,06/02/2008,6.99,7.01,6.74,6.81,467840
TRYB,06/03/2008,6.8,6.9,6.64,6.71,382418
TRYB,06/04/2008,6.69,6.72,6.55,6.64,345106
TRYB,06/05/2008,6.65,6.79,6.59,6.72,529424
TRYB,06/06/2008,6.65,6.65,6.3,6.4,386050
TRYB,06/09/2008,6.45,6.61,6.37,6.43,315709
TRYB,06/10/2008,6.4,6.58,6.34,6.47,320993
TRYB,06/11/2008,6.43,6.46,6.17,6.18,237218
TRYB,06/12/2008,6.17,6.42,6.17,6.38,143915
TRYB,06/13/2008,6.45,6.57,6.4,6.57,161370
TRYB,06/16/2008,6.64,6.79,6.58,6.75,201991
TRYB,06/17/2008,6.78,6.78,6.64,6.68,182288
TRYB,06/18/2008,6.63,6.77,6.6,6.76,277554
TRYB,06/19/2008,6.76,7.21,6.7,7.18,183955
TRYB,06/20/2008,7.12,7.17,6.95,7.17,561063
TRYB,06/23/2008,7.17,7.36,6.86,6.89,223499
TRYB,06/24/2008,6.82,6.96,6.74,6.76,168477
TRYB,06/25/2008,6.79,7.1,6.75,6.94,254259
TRYB,06/26/2008,6.82,6.9,6.64,6.65,255918
TRYB,06/27/2008,6.67,6.69,6.38,6.54,1050381
TRYB,06/30/2008,6.38,6.46,6.26,6.33,281393
TRYB,07/01/2008,6.16,6.54,6.16,6.37,568255
TRYB,07/02/2008,6.35,6.42,6.18,6.18,366978
TRYB,07/03/2008,6.2,6.29,6.11,6.25,171230
