,BLTA,US,Equity,,,
BLTA,06/09/1999,27.625,27.8125,27.625,27.8125,4700
BLTA,06/10/1999,27.625,27.6875,27.625,27.6875,23900
BLTA,06/11/1999,27.875,27.875,27.6875,27.75,34100
BLTA,06/14/1999,27.75,27.875,27.5,27.75,20600
BLTA,06/15/1999,27.8125,27.8125,27.75,27.75,20700
BLTA,06/16/1999,27.75,27.8125,27.625,27.625,23000
BLTA,06/17/1999,27.6875,27.6875,27.5,27.625,17500
BLTA,06/18/1999,27.75,28,27.625,28,105700
BLTA,06/21/1999,28,28.125,27.875,28,31200
BLTA,06/22/1999,28,28,27.9375,28,9000
BLTA,06/23/1999,27.9375,28,27.9375,27.9375,10900
BLTA,06/24/1999,28,28,27.3125,27.5625,29800
BLTA,06/25/1999,27.5625,27.625,27.5,27.5625,11100
BLTA,06/28/1999,27.625,27.625,27.375,27.375,13700
BLTA,06/29/1999,27.375,27.375,27.25,27.3125,23800
BLTA,06/30/1999,27.3125,27.375,27.1875,27.1875,63700
BLTA,07/01/1999,27.25,27.25,27.1875,27.1875,42900
BLTA,07/02/1999,27.1875,27.25,27.1875,27.25,29800
BLTA,07/06/1999,27.25,27.3125,27.125,27.1875,46100
BLTA,07/07/1999,27.1875,27.1875,27.125,27.125,28300
BLTA,07/08/1999,27.0625,27.25,27.0625,27.0625,46600
BLTA,07/09/1999,27.0625,27.0625,26.9375,27,36600
BLTA,07/12/1999,27,27,26.8125,26.8125,67200
BLTA,07/13/1999,26.8125,26.8125,26.625,26.625,16300
BLTA,07/14/1999,26.625,26.625,26.375,26.375,94300
BLTA,07/15/1999,26.375,26.5,25.5,26.5,224400
BLTA,07/16/1999,26.625,27.4375,26.625,27.4375,101700
BLTA,07/19/1999,27.4375,27.5,27.3125,27.3125,48600
BLTA,07/20/1999,27.375,27.375,27.3125,27.375,10600
BLTA,07/21/1999,27.375,27.5625,27.375,27.5625,54300
BLTA,07/22/1999,27.5625,27.5625,27.5,27.5625,28900
BLTA,07/23/1999,27.5625,27.8125,27.5,27.8125,21200
BLTA,07/26/1999,27.75,27.8125,27.75,27.8125,16200
BLTA,07/27/1999,27.8125,28,27.8125,27.9375,223000
BLTA,07/28/1999,28,28.25,27.875,28.125,41800
BLTA,07/29/1999,28.125,28.375,28.0625,28.125,20000
BLTA,07/30/1999,28.125,28.25,28.0625,28.25,11200
BLTA,08/02/1999,28.1875,28.75,28.1875,28.375,98100
BLTA,08/03/1999,28.5,28.875,28.25,28.25,59500
BLTA,08/04/1999,28.1875,28.1875,28,28.0625,55300
BLTA,08/05/1999,28,28.0625,27.375,27.6875,77500
BLTA,08/06/1999,27.6875,27.6875,27.375,27.5,51800
BLTA,08/09/1999,27.5625,27.625,27.125,27.1875,55000
BLTA,08/10/1999,27.25,27.375,26.8125,26.9375,98000
BLTA,08/11/1999,27,28.75,27,28.75,225500
BLTA,08/12/1999,28.75,28.75,28.375,28.5,22900
BLTA,08/13/1999,28.625,29.25,28.625,28.875,150600
BLTA,08/16/1999,28.8125,29.6875,28.75,29.6875,79100
BLTA,08/17/1999,29.625,29.6875,29.5625,29.625,102100
BLTA,08/18/1999,29.625,29.75,29.625,29.6875,270100
BLTA,08/19/1999,29.6875,29.9375,29.5625,29.9375,53200
